family,variant,round,max_features,n_topics,svd_components,relevance_accuracy,relevance_f1,relevance_precision,relevance_recall,direction_accuracy,direction_f1_macro,action_accuracy,action_f1_macro,online_final_accuracy,online_early_by_50_rate,online_before_cue_rate,online_median_stable_correct_pct,n_train_docs,n_val_docs,n_val_rate_relevant,error,run_id,chosen_relevance_threshold,chosen_no_signal_threshold,chosen_direction_threshold,chosen_margin_threshold,feature_mode,uncertain_rate_signal_rate,direction_eval_labels,n_threshold_docs,n_test_docs,n_test_rate_relevant,action_f1_macro_all_labels,action_eval_labels,chosen_lower_override_threshold,chosen_lower_override_gap,chosen_threshold_family
RidgeClassifier,alpha=3.2,1,3000,3,12,0.9118942731277532,0.9456521739130436,0.956043956043956,0.935483870967742,0.6397849462365591,0.6079529367351433,0.5903083700440529,0.6042846885245065,0.7,0.675,0.2857142857142857,20.0,1057.0,227.0,,,20260428T011012Z_b0e52d49,0.55,0.4,0.3,0.0,sparse,0.0837004405286343,"lower,maintain",226.0,227.0,186.0,0.4532135163933798,"no_rate_signal,lower,maintain",1.01,0.05,
DummyMostFrequent,most_frequent,1,12000,6,24,0.7755102040816326,0.8735632183908046,0.7755102040816326,1.0,0.6842105263157895,0.40625,0.5306122448979592,0.2311111111111111,0.5,0.5,0.3333333333333333,10.0,909.0,196.0,,,20260428T062736Z_3b4788d7,0.4,0.25,0.3,0.0,sparse,0.0,"lower,maintain",195.0,196.0,152.0,0.1733333333333333,"no_rate_signal,lower,maintain",1.01,0.0,DummyMostFrequent
LogisticRegression,C=0.25,1,12000,6,24,0.9183673469387756,0.9448275862068966,0.9927536231884058,0.9013157894736842,0.0197368421052631,0.0491803278688524,0.2193877551020408,0.3040091638029782,0.25,0.2166666666666666,0.0833333333333333,10.0,909.0,196.0,,,20260428T062736Z_3b4788d7,0.45,0.3,0.3,0.0,sparse,0.0255102040816326,"lower,maintain",195.0,196.0,152.0,0.2280068728522336,"no_rate_signal,lower,maintain",1.01,0.0,LogisticRegression
LogisticRegression,C=0.6,1,12000,6,24,0.9081632653061223,0.9375,0.9926470588235294,0.8881578947368421,0.0263157894736842,0.0603712671509281,0.2295918367346938,0.3150519978106185,0.25,0.2333333333333333,0.0833333333333333,10.0,909.0,196.0,,,20260428T062736Z_3b4788d7,0.5,0.35,0.3,0.0,sparse,0.0306122448979591,"lower,maintain",195.0,196.0,152.0,0.2362889983579638,"no_rate_signal,lower,maintain",1.01,0.0,LogisticRegression
LogisticRegression,C=1.4,1,12000,6,24,0.903061224489796,0.9337979094076656,0.9925925925925926,0.881578947368421,0.0197368421052631,0.0446115288220551,0.2193877551020408,0.3000409098347242,0.25,0.2166666666666666,0.0833333333333333,10.0,909.0,196.0,,,20260428T062736Z_3b4788d7,0.55,0.35,0.3,0.0,sparse,0.0408163265306122,"lower,maintain",195.0,196.0,152.0,0.2250306823760432,"no_rate_signal,lower,maintain",1.01,0.0,LogisticRegression
LogisticRegression,C=2.4,1,12000,6,24,0.903061224489796,0.9337979094076656,0.9925925925925926,0.881578947368421,0.0197368421052631,0.0446115288220551,0.2295918367346938,0.3078162578162578,0.25,0.2333333333333333,0.0833333333333333,10.0,909.0,196.0,,,20260428T062736Z_3b4788d7,0.55,0.4,0.3,0.0,sparse,0.0306122448979591,"lower,maintain",195.0,196.0,152.0,0.2308621933621933,"no_rate_signal,lower,maintain",1.01,0.0,LogisticRegression
SGDClassifier,alpha=5e-6,1,12000,6,24,0.8979591836734694,0.935064935064935,0.9230769230769232,0.9473684210526316,0.0197368421052631,0.0487394957983193,0.1785714285714285,0.2888996676858404,0.2166666666666666,0.1833333333333333,0.0833333333333333,10.0,909.0,196.0,,,20260428T062736Z_3b4788d7,0.4,0.25,0.3,0.0,sparse,0.0051020408163265,"lower,maintain",195.0,196.0,152.0,0.2166747507643803,"no_rate_signal,lower,maintain",1.01,0.0,SGDClassifier
SGDClassifier,alpha=2e-5,1,12000,6,24,0.9081632653061223,0.9387755102040816,0.971830985915493,0.9078947368421052,0.0131578947368421,0.0286647314949201,0.2040816326530612,0.2826980348361057,0.2,0.2,0.0833333333333333,10.0,909.0,196.0,,,20260428T062736Z_3b4788d7,0.62,0.3,0.3,0.06,sparse,0.0357142857142857,"lower,maintain",195.0,196.0,152.0,0.2120235261270792,"no_rate_signal,lower,maintain",1.01,0.0,SGDClassifier
SGDClassifier,alpha=8e-5,1,12000,6,24,0.8979591836734694,0.933774834437086,0.94,0.9276315789473684,0.0131578947368421,0.0294339622641509,0.1785714285714285,0.2750586884193815,0.1833333333333333,0.2,0.0833333333333333,10.0,909.0,196.0,,,20260428T062736Z_3b4788d7,0.4,0.25,0.3,0.1,sparse,0.0357142857142857,"lower,maintain",195.0,196.0,152.0,0.2062940163145361,"no_rate_signal,lower,maintain",1.01,0.0,SGDClassifier
RidgeClassifier,alpha=0.3,1,12000,6,24,0.8775510204081632,0.92,0.9324324324324323,0.9078947368421052,0.0263157894736842,0.0580836108028116,0.1377551020408163,0.235042735042735,0.15,0.1333333333333333,0.0,10.0,909.0,196.0,,,20260428T062736Z_3b4788d7,0.5,0.4,0.52,0.0,sparse,0.2346938775510204,"lower,maintain",195.0,196.0,152.0,0.1762820512820512,"no_rate_signal,lower,maintain",0.38,0.04,RidgeClassifier
RidgeClassifier,alpha=0.8,1,12000,6,24,0.8877551020408163,0.9230769230769232,0.9850746268656716,0.868421052631579,0.0197368421052631,0.0472596585804133,0.1530612244897959,0.2512617439242177,0.15,0.15,0.0,10.0,909.0,196.0,,,20260428T062736Z_3b4788d7,0.55,0.4,0.52,0.0,sparse,0.2806122448979591,"lower,maintain",195.0,196.0,152.0,0.1884463079431632,"no_rate_signal,lower,maintain",0.42,0.04,RidgeClassifier
RidgeClassifier,alpha=1.8,1,12000,6,24,0.8877551020408163,0.9230769230769232,0.9850746268656716,0.868421052631579,0.0197368421052631,0.0452380952380952,0.1632653061224489,0.2621564072783585,0.1666666666666666,0.15,0.0,10.0,909.0,196.0,,,20260428T062736Z_3b4788d7,0.55,0.4,0.3,0.0,sparse,0.1224489795918367,"lower,maintain",195.0,196.0,152.0,0.1966173054587688,"no_rate_signal,lower,maintain",1.01,0.04,RidgeClassifier
RidgeClassifier,alpha=3.2,1,12000,6,24,0.8316326530612245,0.8782287822878229,1.0,0.7828947368421053,0.0197368421052631,0.0452380952380952,0.1683673469387755,0.2674664024061614,0.1833333333333333,0.15,0.0,10.0,909.0,196.0,,,20260428T062736Z_3b4788d7,0.62,0.4,0.3,0.0,sparse,0.1938775510204081,"lower,maintain",195.0,196.0,152.0,0.2005998018046211,"no_rate_signal,lower,maintain",0.42,0.04,RidgeClassifier
DummyMostFrequent,most_frequent,1,12000,6,24,0.8193832599118943,0.9007263922518159,0.8193832599118943,1.0,0.7150537634408602,0.4169278996865204,0.5859030837004405,0.24629629629629632,0.475,0.475,0.3333333333333333,10.0,1057.0,227.0,,,20260428T065016Z_cf67983c,0.4,0.25,0.3,0.0,sparse,0.0,"lower,maintain",226.0,227.0,186.0,0.18472222222222223,"no_rate_signal,lower,maintain",1.01,0.0,DummyMostFrequent
LogisticRegression,C=0.25,1,12000,6,24,0.933920704845815,0.9597855227882037,0.9572192513368984,0.9623655913978495,0.7043010752688172,0.6468882675779227,0.6740088105726872,0.6620039655428938,0.7,0.775,0.4583333333333333,10.0,1057.0,227.0,,,20260428T065016Z_cf67983c,0.55,0.4,0.3,0.0,sparse,0.030837004405286344,"lower,maintain",226.0,227.0,186.0,0.4965029741571703,"no_rate_signal,lower,maintain",1.01,0.0,LogisticRegression
LogisticRegression,C=0.6,1,12000,6,24,0.9251101321585903,0.9551451187335093,0.9378238341968912,0.9731182795698925,0.7473118279569892,0.6529161869218247,0.7004405286343612,0.6594180208716224,0.6625,0.7,0.4166666666666667,10.0,1057.0,227.0,,,20260428T065016Z_cf67983c,0.62,0.4,0.3,0.02,sparse,0.039647577092511016,"lower,maintain",226.0,227.0,186.0,0.4945635156537168,"no_rate_signal,lower,maintain",1.01,0.0,LogisticRegression
LogisticRegression,C=1.4,1,12000,6,24,0.920704845814978,0.953125,0.9242424242424242,0.9838709677419355,0.7473118279569892,0.6291205294641721,0.6960352422907489,0.628531746031746,0.65,0.65,0.375,10.0,1057.0,227.0,,,20260428T065016Z_cf67983c,0.62,0.35,0.3,0.0,sparse,0.02643171806167401,"lower,maintain",226.0,227.0,186.0,0.4713988095238095,"no_rate_signal,lower,maintain",1.01,0.0,LogisticRegression
LogisticRegression,C=2.4,1,12000,6,24,0.9251101321585903,0.9560723514211886,0.9203980099502488,0.9946236559139785,0.7473118279569892,0.6223268674126237,0.6960352422907489,0.611801730920535,0.65,0.65,0.375,10.0,1057.0,227.0,,,20260428T065016Z_cf67983c,0.55,0.35,0.45,0.0,sparse,0.022026431718061675,"lower,maintain",226.0,227.0,186.0,0.45885129819040127,"no_rate_signal,lower,maintain",1.01,0.0,LogisticRegression
SGDClassifier,alpha=5e-6,1,12000,6,24,0.9074889867841409,0.9462915601023018,0.9024390243902439,0.9946236559139785,0.7473118279569892,0.6355525909867845,0.6960352422907489,0.6156659550120275,0.7375,0.6625,0.4583333333333333,10.0,1057.0,227.0,,,20260428T065016Z_cf67983c,0.4,0.25,0.3,0.0,sparse,0.004405286343612335,"lower,maintain",226.0,227.0,186.0,0.4617494662590206,"no_rate_signal,lower,maintain",1.01,0.0,SGDClassifier
SGDClassifier,alpha=2e-5,1,12000,6,24,0.9251101321585903,0.9556135770234987,0.9289340101522843,0.9838709677419355,0.7204301075268817,0.585958904109589,0.6960352422907489,0.6177545489740611,0.65,0.65,0.375,10.0,1057.0,227.0,,,20260428T065016Z_cf67983c,0.45,0.3,0.3,0.0,sparse,0.004405286343612335,"lower,maintain",226.0,227.0,186.0,0.46331591173054587,"no_rate_signal,lower,maintain",1.01,0.0,SGDClassifier
SGDClassifier,alpha=8e-5,1,12000,6,24,0.9251101321585903,0.9549071618037135,0.9424083769633508,0.967741935483871,0.7526881720430108,0.5763517528223411,0.7268722466960352,0.6257568973117444,0.6,0.625,0.3333333333333333,10.0,1057.0,227.0,,,20260428T065016Z_cf67983c,0.5,0.25,0.3,0.0,sparse,0.013215859030837005,"lower,maintain",226.0,227.0,186.0,0.46931767298380833,"no_rate_signal,lower,maintain",1.01,0.0,SGDClassifier
RidgeClassifier,alpha=0.3,1,12000,6,24,0.9074889867841409,0.9436997319034852,0.9411764705882353,0.946236559139785,0.7258064516129032,0.4559219959850875,0.6784140969162996,0.5513491797790425,0.55,0.5875,0.3333333333333333,10.0,1057.0,227.0,,,20260428T065016Z_cf67983c,0.45,0.4,0.52,0.0,sparse,0.05286343612334802,"lower,maintain",226.0,227.0,186.0,0.4135118848342819,"no_rate_signal,lower,maintain",0.34,0.12,RidgeClassifier
RidgeClassifier,alpha=0.8,1,12000,6,24,0.9118942731277533,0.946236559139785,0.946236559139785,0.946236559139785,0.7365591397849462,0.49239766081871345,0.6828193832599119,0.5677818609351878,0.5625,0.6,0.3333333333333333,10.0,1057.0,227.0,,,20260428T065016Z_cf67983c,0.45,0.4,0.52,0.0,sparse,0.05726872246696035,"lower,maintain",226.0,227.0,186.0,0.42583639570139087,"no_rate_signal,lower,maintain",0.34,0.12,RidgeClassifier
RidgeClassifier,alpha=1.8,1,12000,6,24,0.920704845814978,0.9516129032258065,0.9516129032258065,0.9516129032258065,0.7580645161290323,0.5588002741025776,0.7092511013215859,0.6024940381558029,0.5875,0.6,0.3333333333333333,10.0,1057.0,227.0,,,20260428T065016Z_cf67983c,0.45,0.4,0.45,0.1,sparse,0.04405286343612335,"lower,maintain",226.0,227.0,186.0,0.4518705286168522,"no_rate_signal,lower,maintain",0.38,0.12,RidgeClassifier
RidgeClassifier,alpha=3.2,1,12000,6,24,0.920704845814978,0.9518716577540107,0.9468085106382979,0.956989247311828,0.7741935483870968,0.6036931818181819,0.7092511013215859,0.6125743829870257,0.5875,0.6,0.3333333333333333,10.0,1057.0,227.0,,,20260428T065016Z_cf67983c,0.45,0.4,0.45,0.1,sparse,0.039647577092511016,"lower,maintain",226.0,227.0,186.0,0.45943078724026926,"no_rate_signal,lower,maintain",0.38,0.12,RidgeClassifier
